UID,Xsugg,Ysugg,Type_,Unit,Walker,PassGrid,Section,SherdNo,VesselPart,PartType,VesselType,OtherType,Thickness,Coarseness,MaxSize,Feature,Comments,FabricType,MNLN,FNEB1,EB2,LPrePal,FPal,SPal,TPal,PPalPG,Geom,Arch,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other
0075-7135-S-37,710076.1,3967135.2,grid,0075-7135,59,37,S,37,R,RR,JCon,Lamboglia 2,M,F,4.1,Y,"Lamboglia 2 amphora, rim. Quite fine and fairly soft reddish yellow clay (5YR 5-6/6) with scarce small inclusions and voids.",Adriatic amphora fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
0095-7135-V-1,710098.2,3967133.6,grid,0095-7135,29,37,V,1,B,U,U,U,M,C,2.4,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0105-7155-S-1,710106.1,3967152.2,grid,0105-7155,28,37,S,1,Ba,BF,U,U,Tk,C,5.1,Y,Base from medium to large sized vessel,SAT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0115-7265-V-1,710111.3,3967265.8,grid,0115-7265,21,51,V,1,B,U,U,U,M,C,1.9,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7115-S-1,710111.1,3967121.2,grid,0115-7125,49,37,S,1,L?,U,CPot?,U,M,C,6.2,Y,Highly abraded small ovoid leg,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-S-2,710128.4,3967259.2,grid,0125-7255,5,51,S,2,Ba,U,U,U,M,C,5,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-S-3,710128.6,3967257.6,grid,0125-7255,5,51,S,3,R,U,U,U,M,C,4.8,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-S-4,710124.5,3967251.9,grid,0125-7255,5,51,S,4,R?,U,U,U,M,C,2.7,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-S-5,710126.3,3967259.2,grid,0125-7255,5,51,S,5,B,U,U,U,M,C,4.7,Y,Perhaps one or more raised plastic bands?,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-1,710120.9,3967251.9,grid,0125-7255,5,51,V,1,H,U,U,U,Tk,C,6.4,Y,"Rounded ovoid in section. Fine sand temper with white chert and shale inclusions, close in appearance to Kytheran SAT but not?",OUT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-2,710129.2,3967250.4,grid,0125-7255,101,51,V,2,B,U,U,U,M,C,2.1,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-3,710120.2,3967257.4,grid,0125-7255,5,51,V,3,R,U,U,U,M,C,3,Y,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-4,710127.2,3967255.7,grid,0125-7255,5,51,V,4,B,U,U,U,M,C,2,N,Fine sand temper with white chert and shale inclusions,OUT,0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-5,710120.8,3967254,grid,0125-7255,5,51,V,5,B,U,U,U,M,C,1.8,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-6,710122.3,3967251,grid,0125-7255,5,51,V,6,B,U,U,U,M,C,1.4,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-7,710128.9,3967258.4,grid,0125-7255,101,51,V,7,B,U,U,U,M,C,3,N,,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0125-7255-V-8,710125.9,3967259.9,grid,0125-7255,5,51,V,8,H,U,U,U,M,C,5.5,Y,Round in section,SAT(d?),0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0135-7265-V-1,710132.6,3967268.9,grid,0135-7265,14,51,V,1,R,U,U,U,M,C,4,Y,Slipped and burnished; like Kytheran chert fabric,GRO(b?),0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000-2-1-95-1,706780.9,3971487.6,tract,10000,2,1,95,1,H,U,U,U,M,C,6,Y,Ovoid section,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000-60-1-65-1,706806.4,3971445.2,tract,10000,60,1,65,1,B,U,JCon,LRA 2?,M,M,5.2,Y,LRA 2? fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-2-1-15-1,706757,3971488.7,tract,10001,2,1,15,1,R,U,CPot,Vroom CW2A,M,F,5.7,Y,Black glaze on exterior and interior,Micaceous Siphnian cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
10001-2-1-15-2,706750.8,3971487.8,tract,10001,2,1,15,2,Ba,U,U,U,M,M,3.3,Y,Interior glaze; exterior blackened,Micaceous cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
10001-2-1-45-1,706720.8,3971487.4,tract,10001,2,1,45,1,R,U,CPot,Casserole,M,C,6.5,Y,"Cooking ware; rim lip folds outwards. Quartz/calcite, mudstone and mica.",OUT(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
10001-2-1-45-2,706720.6,3971488.3,tract,10001,2,1,45,2,H,HV,JCon,U,M,C,5.5,Y,Pushed through handle of ?jug,MUT,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001-2-1-85-1,706666.2,3971488,tract,10001,2,1,85,1,B,U,JCon,LRA 2?,M,M,3.4,Y,LRA 2? fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-2-1-85-2,706669.3,3971487.2,tract,10001,2,1,85,2,B,U,JCon,LRA 2?,M,M,2.6,Y,LRA 2? fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-2-1-95-1,706658.4,3971488.3,tract,10001,2,1,95,1,H,U,U,U,M,C,3.1,Y,Ovoid small handle,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001-42-1-25-1,706747,3971430.6,tract,10001,42,1,25,1,H,HV,JCon,Amphora,M,M,4.6,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90
10001-44-1-5-1,706766.6,3971459.1,tract,10001,44,1,5,1,H,HH,U,U,M,C,7.4,Y,Horizontal handle from a medium- to largesized vessel.(Petrography Sample ASP 173).,MIC,0,0,70,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001-44-1-5-2,706765.6,3971459.3,tract,10001,44,1,5,2,H,U,U,U,M,C,4.6,Y,Mottled firing; round in section,SAT,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001-44-1-5-3,706764.5,3971458.9,tract,10001,44,1,5,3,B,U,JCon,LRA 1?,M,F,5.7,Y,LRA 1? Wide horizontal ridges/ribbing on exterior,LRA 1 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-48-1-15-1,706749.4,3971473.9,tract,10001,48,1,15,1,B,U,U,U,Tn,M,4.1,Y,Carinated fragment. Coarseware. Orange fine fabric (some calcite inclusions).,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
10001-48-1-15-2,706748.4,3971473.7,tract,10001,48,1,15,2,B,U,LOpe,Quercia RS,Tn,F,4.1,Y,Regional RS; Red slip interior and exterior; exterior incised lines. Pink fine fabric.,RS pink fine fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
10001-48-1-15-3,706752.3,3971474.1,tract,10001,48,1,15,3,Ba,U,JCon,LRA 2,M,M,4.8,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-48-1-45-1,706682.7,3971474.8,tract,10001,48,1,45,1,H,HH,Pith,U,Tk,C,10.1,Y,Ovoid thick strap pushed through handle; pithos?,MUT,0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001-48-1-45-2,706693.8,3971474.8,tract,10001,48,1,45,2,H,HH,U,U,M,M,5,Y,Round in section; medium sized vessel,CAL(b-c?),0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001-48-1-45-3,706694.3,3971473.7,tract,10001,48,1,45,3,H,U,JCon,Amphora,M,F,6.7,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
10001-60-1-15-1,706757.8,3971444.5,tract,10001,60,1,15,1,B,U,U,U,Tn,M,5,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,0,0,0,0,0,50
10001-60-1-15-2,706753,3971445.6,tract,10001,60,1,15,2,B,Sho,JCon,Amphora,M,F,7.9,Y,Shoulder fragment. Neck joining body and rim?,,0,0,0,0,0,0,0,0,0,0,0,0,35,35,30,0,0,0,0,0,0,0
10001-60-1-25-1,706747.1,3971444.9,tract,10001,60,1,25,1,H,HV,JCon,LRA 2?,M,M,11,Y,LRA 2? Attached to body; 4cm thick handle,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-60-1-5-1,706766.3,3971444.7,tract,10001,60,1,5,1,B,U,JCon,LRA,Tn,F,3.4,Y,LRA; wide horizontal ridges/ribbing on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-60-1-5-2,706772.3,3971445.2,tract,10001,60,1,5,2,B,U,JCon,LRA 2?,M,F,4.2,Y,LRA 2? finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10001-60-1-5-3,706761.9,3971445.5,tract,10001,60,1,5,3,B,U,JCon,LRA 1?,M,F,4.5,Y,LRA 1? finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-2-1-25-1,706774.8,3971414.9,tract,10002,2,1,25,1,R,U,CPot,Vroom CW2A,M,M,3.6,Y,Slipped/polished interior; exterior begins combing and black slip,Micaceous Siphnian cooking pot fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
10002-2-1-35-1,706780.5,3971414,tract,10002,2,1,35,1,R,RR,JCon,Amphora,Tk,M,7.2,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
10002-44-1-5-1,706768.2,3971379,tract,10002,44,1,5,1,B,U,JCon,LRA,M,M,3.5,Y,LRA; finely ridged on exterior,LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-44-1-5-2,706766.2,3971379.8,tract,10002,44,1,5,2,B,U,JCon,LRA 1,M,M,2.7,Y,LRA 1; finely ridged on exterior. Pink fine fabric.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-44-1-5-3,706771.2,3971379.9,tract,10002,44,1,5,3,R,U,CPot,U,Tn,M,4.1,Y,"Cooking ware; Groove on top; lip for cover? Quartz/calcite, mudstone and mica.",OUT(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
10002-44-1-5-4,706767.2,3971379.4,tract,10002,44,1,5,4,H,U,LOpe,Quercia RS,M,F,4.8,Y,Regional RS; Wide horizontal ridges/ribbing on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-44-1-75-1,706818,3971378.2,tract,10002,44,1,75,1,B,U,JCon,LRA 2,M,M,4.6,Y,LRA 2; finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-44-2-25-1,706781.2,3971379.8,tract,10002,44,2,25,1,B,U,JCon,LRA 2?,M,M,6.2,Y,LRA 2?; finely ridged on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-48-1-35-1,706785.4,3971397.4,tract,10002,48,1,35,1,B,U,JCon,LRA 2?,M,M,4,Y,LRA 2? finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-48-1-35-2,706784.3,3971397.2,tract,10002,48,1,35,2,B,U,JCon,LRA 3,M,F,7,Y,LRA 3 Wide horizontal ridges/ribbing on exterior,LRA 3 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-48-1-35-3,706786.7,3971397.8,tract,10002,48,1,35,3,H,HV,JCon,LRA 2?,M,F,10.2,Y,LRA 2?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-48-1-5-1,706762.3,3971396.8,tract,10002,48,1,5,1,B,U,LOpe?,Quercia RS,M,F,2.9,Y,Regional Sigillata; Unknown part. Red slip on interior,RS pink fine fabric,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0
10002-48-1-5-2,706765.9,3971395.9,tract,10002,48,1,5,2,B,U,JCon,LRA?,Tk,F,3.7,Y,LRA? Wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10002-48-1-5-3,706764.9,3971396,tract,10002,48,1,5,3,R,U,U,Lid,M,F,5.2,Y,"Coarseware. Medium fine coarseware fabric (some calcite, clay 5 yr 6/8).",,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
10002-48-1-5-4,706766.3,3971396.3,tract,10002,48,1,5,4,B,U,JCon,LRA?,Tn,F,5.1,Y,LRA? Ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10004-44-1-95-1,706727.8,3971253.8,tract,10004,44,1,95,1,B,U,LOpe,Vroom CW18C,M,F,3.8,Y,Interior glaze,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
10004-48-1-95-1,706725.8,3971285.8,tract,10004,48,1,95,1,B,U,JCon,LRA 1,M,F,4.8,Y,LRA 1; Wide horizontal ridges/ribbing on exterior (very shallow),LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10004-48-1-95-2,706725.3,3971285.3,tract,10004,48,1,95,2,B,U,JCon,Amphora,M,M,4.6,Y,Wide horizontal ridges/ribbing on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10005-48-1-5-1,706714.8,3971285.8,tract,10005,48,1,5,1,B,U,JCon,LRA 2,M,F,3.3,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10005-48-1-5-2,706713.6,3971284.7,tract,10005,48,1,5,2,B,U,JCon,LRA 2,M,F,3.6,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10005-48-1-5-3,706719.9,3971286.3,tract,10005,48,1,5,3,B,U,JCon,LRA 2,M,F,2.3,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10005-48-1-5-4,706714.8,3971285.4,tract,10005,48,1,5,4,B,U,JCon,LRA 2,M,M,4.5,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10005-48-1-5-5,706717.5,3971284.6,tract,10005,48,1,5,5,Ba?,U,U,U,M,F,3.2,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
10005-60-1-65-1,706661.2,3971270,tract,10005,60,1,65,1,B,U,JCon,Amphora,M,F,8.6,Y,Wide horizontal ridges/ribbing on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
10005-60-1-65-2,706662.7,3971269.8,tract,10005,60,1,65,2,B,U,JCon,Amphora,M,F,6.8,Y,Shallow grooves on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
10011-2-1-85-1,706682.1,3971211,tract,10011,2,1,85,1,H,HV,JCon,Amphora,M,F,5.4,Y,,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10011-2-1-95-1,706697.4,3971210.5,tract,10011,2,1,95,1,B,Sho,JCon,LRA,M,F,5.3,Y,LRA; wide horizontal shallow ridges/grooves on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10011-2-1-95-2,706694.1,3971210.5,tract,10011,2,1,95,2,Ba,U,U,U,M,M,4.5,Y,Coarseware,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,70
10011-60-1-65-1,706659.3,3971224.8,tract,10011,60,1,65,1,B,U,JCon,LRA 2,M,F,3.2,Y,LRA 2; finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10011-60-1-65-2,706668,3971224.2,tract,10011,60,1,65,2,H,HV,JCon,LRA 1-2?,M,M,6.3,Y,LRA 1-2?,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10011-60-1-65-3,706662.1,3971223.4,tract,10011,60,1,65,3,H,HV,JCon,Jug,M,F,8.8,Y,Groove down middle,,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0
10011-60-1-75-1,706669.8,3971223.6,tract,10011,60,1,75,1,H,HV,JCon,LRA 2?,M,F,5.5,Y,LRA 2?,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-2-1-15-1,706720.3,3971210.1,tract,10012,2,1,15,1,B,U,JCon,LRA 2?,M,M,4.1,Y,LRA 2? finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-2-1-15-2,706713.9,3971209.5,tract,10012,2,1,15,2,R,U,JCon,LRA 1-2?,Tk,M,4.9,Y,LRA 1-2?; Rounded top,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-2-1-15-3,706720.4,3971210.2,tract,10012,2,1,15,3,H,HV,JCon,LRA 1-2?,M,F,8.7,Y,LRA 1-2?,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-2-1-25-1,706729.9,3971209.4,tract,10012,2,1,25,1,B,U,JCon,LRA 2?,M,F,3.1,Y,LRA 2?; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-2-1-25-2,706722.9,3971209.4,tract,10012,2,1,25,2,Ba,BF,Clo,U,M,M,5,Y,Coarseware; Flat bottomed,,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0
10012-2-1-45-1,706746.3,3971209.5,tract,10012,2,1,45,1,B,U,JCon,LRA 2,M,M,7.7,Y,LRA 2; finely ridged on exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-42-1-55-1,706761.9,3971181.5,tract,10012,42,1,55,1,H,HV,JCon,LRA 1?,M,M,8.1,Y,LRA 1?; Attached to body; fluting,LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-44-1-5-1,706707.1,3971238.9,tract,10012,44,1,5,1,B,U,JCon,LRA 2,M,M,4.5,Y,LRA 2; exterior combing,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-44-1-5-2,706710.1,3971239.6,tract,10012,44,1,5,2,B,U,U,U,Tn,F,4.1,Y,Wide horizontal ridges/ribbing on exterior; neck? Micaceous fabric,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80
10012-44-1-5-3,706703.2,3971238.8,tract,10012,44,1,5,3,H?,U,CPot,U,M,M,5,Y,Cooking ware,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80
10012-44-1-85-1,706792.8,3971238.5,tract,10012,44,1,85,1,R,U,LOpe,PRS 10C,M,F,10.4,Y,"Bowl, rim. PRS ware, form 10B-C. D. 28 cm, H. 2.5 cm. Very fine and soft fabric (2.5YR 6/6), scarce amount of small white and yellow inclusions. A thin red slip is partially present on the surface.",PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-45-1,706743.2,3971194.9,tract,10012,48,1,45,1,B,U,JCon,LRA 2,M,M,4.8,Y,LRA 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-45-2,706749.9,3971196.1,tract,10012,48,1,45,2,B,U,JCon,LRA 2,M,M,4.2,Y,LRA 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-45-3,706746.2,3971196.8,tract,10012,48,1,45,3,B,U,JCon,LRA 2,M,F,3.3,Y,LRA 2;Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-45-4,706748.2,3971195.3,tract,10012,48,1,45,4,Ba,U,U,U,M,M,8,Y,Coarseware; Unsmoothed interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
10012-48-1-45-5,706746.4,3971195.9,tract,10012,48,1,45,5,H,HV,JCon,LRA 1-2?,M,M,10.1,Y,LRA 1-2? Attached to body,LRA 1-2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-5-1,706709.6,3971195.8,tract,10012,48,1,5,1,B,U,JCon,LRA 2,M,M,4.2,Y,LRA 2; Finely ridged exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-5-2,706705.8,3971196.4,tract,10012,48,1,5,2,B,U,JCon,LRA 2,Tk,M,3.2,Y,LRA 2; Finely ridged exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-5-3,706702.6,3971196.1,tract,10012,48,1,5,3,B,U,JCon,LRA 2,Tn,M,6,Y,LRA 2; exterior combed and smooth,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-5-4,706710.5,3971196.6,tract,10012,48,1,5,4,B,U,CPot,U,Tn,M,2.8,Y,Cooking ware; Faint exterior ridges/ribbing; blackened,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
10012-48-1-5-5,706708.6,3971195.9,tract,10012,48,1,5,5,B,U,JCon,LRA?,M,M,2.5,Y,"LRA? Wide horizontal ridges. Thin walled, large calcite inclusions.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-5-6,706706.8,3971195.3,tract,10012,48,1,5,6,B,U,JCon,LRA 2,M,M,5,Y,LRA 2; Finely ridged exterior,LRA 2 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-48-1-5-7,706702,3971195.7,tract,10012,48,1,5,7,R,U,LOpe,PRS 3A,M,F,5.2,Y,LRC type 3A; red slip on interior and exterior,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-60-1-55-1,706756.4,3971224.9,tract,10012,60,1,55,1,H,HV,JCon,LRA 1?,M,C,9.3,Y,LRA 1?Attached to body; fluting,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-60-1-85-1,706787.6,3971223.7,tract,10012,60,1,85,1,B,U,JCon,LRA 2,M,F,4.6,Y,LRA 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10012-60-1-85-2,706790.4,3971224,tract,10012,60,1,85,2,R,U,LOpe,PRS 10,M,F,8.6,Y,LRC type 10; large diameter,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10018-44-1-65-1,706478.3,3971376.5,tract,10018,44,1,65,1,B,U,JCon?,LRA 2?,M,M,3.7,Y,LRA 2? Joint with 2; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10018-44-1-65-2,706483,3971377.5,tract,10018,44,1,65,2,B,U,JCon,LRA 2?,M,M,9.3,Y,LRA 2? Joint with 1; Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10023-60-1-65-1,706916,3971321.5,tract,10023,60,1,65,1,B,U,JCon,Vroom A2?,M,M,8.1,Y,Finely ridged exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,35,0,0,0,0
10024-42-1-45-1,706948.6,3971241.3,tract,10024,42,1,45,1,B,U,JCon,LRA 2?,M,M,5.1,Y,LRA 2? Finely ridged exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10024-42-1-45-2,706949.5,3971232.9,tract,10024,42,1,45,2,B,U,JCon,LRA 1?,M,F,5.3,Y,LRA 1? Wide horizontal ridges/ribbing on exterior,LRA 1 fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10024-42-1-45-3,706949.2,3971233.3,tract,10024,42,1,45,3,R?,U,JCon,LRA,M,F,6,Y,LRA,similar to LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
10028-2-1-15-1,706672.4,3971407,tract,10028,2,1,15,1,H,HH,U,U,M,C,3.9,Y,Rounded section; high fired,SAT,0,0,0,10,20,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
