UID,Xsugg,Ysugg,Type_,Unit,Walker,PassGrid,Section,SherdNo,VesselPart,PartType,VesselType,OtherType,Thickness,Coarseness,MaxSize,Feature,Comments,FabricType,MNLN,FNEB1,EB2,LPrePal,FPal,SPal,TPal,PPalPG,Geom,Arch,Class,Hell,ERom,MRom,LRom,EByz,MByz,EVen,MVen,LVen,Recent,Other
4065-10-1-15-1,706477,3972394.3,tract,4065,10,1,15,1,H,HV,JCon,LRA 1?,M,M,8.1,Y,LRA 1?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-10-1-15-2,706477.7,3972401.1,tract,4065,10,1,15,2,H,HV,JCon,LRA 1-2,M,M,7,Y,LRA 1-2,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-10-1-15-3,706477.7,3972396.2,tract,4065,10,1,15,3,B,U,JCon,LRA 1-2,M,M,6.8,Y,LRA 1-2; fine ridging on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-10-1-25-1,706476.8,3972384.6,tract,4065,10,1,25,1,B,U,U,U,M,F,7.2,Y,Combed wavy decoration on exterior/overfired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4065-10-1-5-1,706476.3,3972402.9,tract,4065,10,1,5,1,H,U,U,U,M,M,4.6,Y,Orange with grey core; ovoid handle,SAT,0,0,0,20,20,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065-10-1-5-2,706476.9,3972407.2,tract,4065,10,1,5,2,B,U,JCon,Amphora,Tn,F,4.9,Y,,similar to LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-10-1-5-3,706475.9,3972406.5,tract,4065,10,1,5,3,B,U,JCon,Amphora,M,F,6.9,Y,,similar to LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-10-1-5-4,706476,3972409.5,tract,4065,10,1,5,4,B,U,JCon,LRA 1-2,M,F,3.1,Y,LRA 1-2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-14-1-35-1,706492.3,3972383.2,tract,4065,14,1,35,1,B,U,JCon,LRA 2,Tn,M,5,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-14-1-35-2,706490.6,3972378.7,tract,4065,14,1,35,2,B,U,JCon,LRA 2,M,M,5.7,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-14-1-35-3,706491.1,3972384.1,tract,4065,14,1,35,3,H,U,JCon,LRA?,M,M,3,Y,LRA?,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-14-1-35-4,706492.1,3972380,tract,4065,14,1,35,4,H,HV?,JCon?,Jug?,Tn,M,5.7,Y,Coarseware.,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4065-14-1-5-1,706491.2,3972406.9,tract,4065,14,1,5,1,H,HH,U,U,M,M,5.2,Y,Thin strap with slight m-shape,Late SAT,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,10,0,20
4065-14-1-5-2,706492.4,3972409.6,tract,4065,14,1,5,2,B,U,JCon,LRA 2,Tn,F,4.6,Y,LRA 2; fine ridging on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-14-1-5-3,706492.1,3972402.7,tract,4065,14,1,5,3,H,HV,JCon,LRA 1,M,M,6.9,Y,LRA 1,LRA 1 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-17-1-5-1,706461.1,3972409.2,tract,4065,17,1,5,1,B,U,Clo,U,M,F,5,Y,Coarseware or LRA 3; ribbing on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-17-1-5-2,706462.1,3972404,tract,4065,17,1,5,2,B,Sho,Oth,Lamp?,M,F,5,Y,African?,African fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-18-1-45-1,706447.6,3972370.8,tract,4065,18,1,45,1,R,RR,Pith,Vroom P3A,Tk,M,17.2,Y,Glaze on interior and exterior rim,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
4065-18-1-5-1,706446.9,3972409.2,tract,4065,18,1,5,1,B,U,JCon,LRA 1-2,M,F,4.6,Y,LRA 1-2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-18-1-5-2,706447.1,3972403.6,tract,4065,18,1,5,2,Shoulder?,Sho?,JCon,Amphora,M,M,7.1,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4065-18-1-5-3,706447.4,3972407.3,tract,4065,18,1,5,3,H,HV,JCon?,Jug?,Tn,M,4.7,Y,Coarseware; groove along top of handle,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4065-18-1-5-4,706447.3,3972403.2,tract,4065,18,1,5,4,B,U,JCon,LRA 1-2,M,F,3.8,Y,LRA 1-2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4065-5-1-45-1,706432.7,3972374.9,tract,4065,5,1,45,1,H,HV,JCon?,Jug?,Tn,F,4,Y,Coarseware,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4065-5-1-45-2,706432.9,3972374.6,tract,4065,5,1,45,2,R,RR,JCon,LRA 2,M,F,6.8,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4066-10-1-5-1,706477.3,3972363.6,tract,4066,10,1,5,1,B,U,JCon,LRA 2,M,F,7.2,Y,LRA 2; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4066-10-1-65-1,706476.4,3972310.2,tract,4066,10,1,65,1,B,U,JCon,LRA,Tn,F,5.7,Y,LRA; finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4066-10-1-85-1,706475.8,3972294.4,tract,4066,10,1,85,1,B,U,U,U,Tk,F,4,Y,Incised lines on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
4066-14-1-5-1,706491.5,3972364,tract,4066,14,1,5,1,H,HV,JCon,LRA 1-2,M,M,5.5,Y,LRA 1-2; body/handle join visible,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4066-17-1-45-1,706461.3,3972327.7,tract,4066,17,1,45,1,B,U,U,U,M,M,7,Y,Combed wavy decoration on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4066-18-1-5-1,706447,3972365.4,tract,4066,18,1,5,1,B,U,Pith,Vroom P3A,Tk,F,12.1,Y,Plastic bands on exterior/glazed on interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
4066-18-1-55-1,706446.6,3972322.3,tract,4066,18,1,55,1,H,HV,JCon,LRA 1-2,M,M,6.6,Y,LRA 1-2,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4066-5-1-15-1,706433,3972358.9,tract,4066,5,1,15,1,H,HV,JCon,LRA 1-2,M,F,10.2,Y,LRA 1-2,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4066-5-1-15-2,706432,3972356.8,tract,4066,5,1,15,2,B,U,Pith,Vroom P3A,Tk,M,8.5,Y,Plastic bands on exterior/glazed on interior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
4066-5-1-25-1,706432.8,3972343.3,tract,4066,5,1,25,1,B,U,JCon,LRA,M,M,4.5,Y,LRA; finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4066-5-1-25-2,706432.9,3972350.4,tract,4066,5,1,25,2,B,U,Pith,Vroom P3A,Tk,F,4,Y,Glaze on interior and exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
4066-5-1-35-1,706432,3972339.8,tract,4066,5,1,35,1,B,U,JCon?,LRA?,Tn,F,3.2,Y,LRA? Finely ridged on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4066-5-1-35-2,706432,3972341.4,tract,4066,5,1,35,2,B,U,JCon?,LRA?,M,F,3,Y,LRA? Finely ridged on exterior,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4067-17-1-25-1,706461.3,3972259.4,tract,4067,17,1,25,1,Ba,BR,LOpe,Quercia RS,M,F,6,Y,"Imitation RS; incised line above exterior base/ slip on interior. pale fine fabric (10 yr 7/4); Imitation shape Atlante II, c.19",,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
4067-18-1-5-1,706446.8,3972280,tract,4067,18,1,5,1,R,RF,CPot,U,M,M,4.2,Y,"Cooking ware; groove running along top of rim. Quartz/calcite, mudstone and mica.",OUT(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,40
4067-5-1-35-1,706432.8,3972254.3,tract,4067,5,1,35,1,Ba,BF,U,U,Tk,M,4.2,Y,Coarseware,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
4068-15-1-45-1,706614.7,3972409.8,tract,4068,15,1,45,1,Ba,BR,LOpe,PRS,Tn,F,5.7,Y,LRC,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4068-15-1-75-1,706614.8,3972376,tract,4068,15,1,75,1,B,U,JCon,LRA 1-2,M,M,5,Y,LRA 1-2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4068-18-1-45-1,706595.1,3972408.3,tract,4068,18,1,45,1,B,U,JCon,LRA 1-2,Tn,F,2.3,Y,LRA 1-2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4068-5-1-5-1,706578.4,3972455.3,tract,4068,5,1,5,1,R,RF,LOpe,PRS 3,Tn,F,6.7,Y,LRC type 3,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4068-5-1-65-1,706577,3972389.9,tract,4068,5,1,65,1,R,RR,JCon?,LRA?,Tk,F,6.8,Y,LRA?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4068-5-1-95-1,706576.8,3972355,tract,4068,5,1,95,1,H,HV,JCon,LRA 1-2,M,M,7.2,Y,LRA 1-2,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4068-5-1-95-2,706577.7,3972354.8,tract,4068,5,1,95,2,B,U,JCon,LRA 2,M,M,3.2,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4068-5-1-95-3,706577.8,3972356.2,tract,4068,5,1,95,3,B,U,JCon?,LRA,Tn,F,2.1,Y,LRA; finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4069-15-1-35-1,706610.7,3972324.2,tract,4069,15,1,35,1,B,U,JCon,LRA 2,M,M,3.8,Y,LRA 2; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4069-15-1-35-2,706609.7,3972321.6,tract,4069,15,1,35,2,B,U,SOpe,Vroom F22,Tn,F,3.5,Y,Light green and cream glaze on interior/cream slip on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
4070-14-1-45-1,706506,3972298.4,tract,4070,14,1,45,1,H,HV?,Clo,U,M,F,4.5,Y,Coarseware; round in section,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4070-14-1-45-2,706504.6,3972301.8,tract,4070,14,1,45,2,B,U,JCon,LRA 2,M,M,4.5,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-14-1-45-3,706505.2,3972299.7,tract,4070,14,1,45,3,B,U,JCon,LRA 2,Tn,F,4,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-14-1-45-4,706504.9,3972305.7,tract,4070,14,1,45,4,B,U,JCon,LRA 2,M,M,4.3,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-14-1-45-5,706505.2,3972302.8,tract,4070,14,1,45,5,R,RR,U,U,Tn,F,2.2,Y,Red slip on interior and exterior/incised line under exterior rim,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4070-14-1-85-1,706505.8,3972341.3,tract,4070,14,1,85,1,B,U,JCon,LRA 2,Tn,M,4.2,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-14-1-85-2,706504.6,3972339.9,tract,4070,14,1,85,2,B,U,JCon,LRA 2,Tn,M,3,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-14-1-85-3,706506,3972335.2,tract,4070,14,1,85,3,B,U,JCon,LRA 2,M,F,5.4,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-14-1-95-1,706505.2,3972344.3,tract,4070,14,1,95,1,H,HH,Clo,U,M,F,6,Y,Coooking ware; round in section,Cooking ware fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4070-14-1-95-2,706505.1,3972348.2,tract,4070,14,1,95,2,B,U,JCon,LRA 2,M,M,3.2,Y,LRA 2; Finely ridged on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-14-1-95-3,706505.2,3972347.1,tract,4070,14,1,95,3,B,U,JCon,LRA,M,M,4.6,Y,LRA; rib on exterior,similar to LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-15-1-75-1,706519,3972350.2,tract,4070,15,1,75,1,R?,RE?,CPot,U,M,M,4.1,Y,Cooking ware,Cooking ware fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50
4070-15-1-75-2,706518.7,3972347.3,tract,4070,15,1,75,2,B,U,JCon,LRA 2,M,M,4.3,Y,LRA 2; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-17-1-75-1,706533,3972352,tract,4070,17,1,75,1,B,U,JCon,LRA 2,M,M,6,Y,LRA 2; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-17-1-75-2,706533.8,3972350.5,tract,4070,17,1,75,2,B,U,JCon,LRA 2,Tn,M,4,Y,LRA 2; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-17-1-75-3,706533.4,3972343.7,tract,4070,17,1,75,3,H,HV,U,U,M,M,5.9,Y,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4070-17-1-75-4,706533.5,3972342.1,tract,4070,17,1,75,4,H?,HV?,CPot,U,Tn,M,5.1,Y,Cooking ware; thin strap,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4070-17-1-75-5,706534.1,3972345.8,tract,4070,17,1,75,5,R,RR,JCon,LRA 1,M,M,7.2,Y,LRA 1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4070-18-1-15-1,706546.8,3972297.3,tract,4070,18,1,15,1,H,HV,JCon,LRA?,M,M,7.1,Y,LRA?,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-18-1-45-1,706547.9,3972335.2,tract,4070,18,1,45,1,H,HV,JCon,LRA?,M,M,5.2,Y,LRA?,LRA fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-18-1-45-2,706548.1,3972328,tract,4070,18,1,45,2,B,U,JCon,LRA 2,M,M,3.4,Y,LRA 2; Finely ridged on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4070-5-1-35-1,706561.7,3972321.5,tract,4070,5,1,35,1,B,U,JCon,LRA 1,M,M,6.2,Y,LRA 1; fine ridging on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-14-1-5-1,706505.7,3972360.3,tract,4071,14,1,5,1,B or T,U,Oth,U,Tk,C,8.7,Y,Possible later tile,MIC?,0,0,10,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
4071-14-1-5-2,706506.3,3972358.4,tract,4071,14,1,5,2,Ba,BF,U,U,M,F,5.7,Y,Coarseware?,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4071-14-1-5-3,706504.5,3972353.4,tract,4071,14,1,5,3,H,HV,JCon,LRA?,M,M,6,Y,LRA?,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4071-14-1-5-4,706506,3972353.3,tract,4071,14,1,5,4,B,U,JCon,LRA 2,M,M,3.6,Y,LRA 2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-14-1-5-5,706505,3972356.5,tract,4071,14,1,5,5,B,U,JCon,LRA 2,M,M,4.1,Y,LRA 2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-14-1-5-6,706506.1,3972357.7,tract,4071,14,1,5,6,B,U,JCon,LRA 2,Tn,M,4.4,Y,LRA 2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-14-1-5-7,706504.7,3972355,tract,4071,14,1,5,7,B,U,JCon,LRA 2,Tn,M,2.9,Y,LRA 2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-14-1-5-8,706505,3972359,tract,4071,14,1,5,8,B,U,JCon,LRA 2,Tn,M,4,Y,LRA 2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-14-1-5-9,706505.9,3972358.8,tract,4071,14,1,5,9,B,U,JCon,LRA 2,Tn,M,3.9,Y,LRA 2; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-15-1-15-1,706520.1,3972361.8,tract,4071,15,1,15,1,B,U,JCon,LRA 2,M,M,6,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-15-1-15-2,706518.8,3972363.8,tract,4071,15,1,15,2,B,U,JCon,LRA 2,M,M,4.2,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-15-1-15-3,706520.3,3972367.6,tract,4071,15,1,15,3,B,U,JCon,LRA 2,M,M,4.4,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-15-1-15-4,706520.3,3972368.9,tract,4071,15,1,15,4,H,U,U,U,M,M,6.2,Y,Incised lines under handle scar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4071-15-1-5-1,706519.8,3972353.2,tract,4071,15,1,5,1,R,RR,JCon,Keay 61,M,F,7.7,Y,Type Keay 61; ledged rim,African (Tunisian) amphora fabric?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-15-1-5-2,706518.6,3972359.4,tract,4071,15,1,5,2,B,U,JCon,LRA 2,M,M,10.5,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-15-1-5-3,706518.8,3972353.3,tract,4071,15,1,5,3,B,U,JCon,LRA,M,M,5.2,Y,LRA; fine ridging on exterior,LRA fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-15-1,706533.3,3972362.4,tract,4071,17,1,15,1,H,HV,JCon,Late African Amphora,M,M,9.2,Y,Late African amphora,African amphora fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-15-2,706533.5,3972362.2,tract,4071,17,1,15,2,R,RE?,LOpe,Quercia RS 5B,Tn,F,5.6,Y,Regional RS; slight ribbing under exterior rim/ slip on interior and exterior,RS pink fine fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-15-3,706534.1,3972370.8,tract,4071,17,1,15,3,B,U,JCon,LRA 2,Tn,M,5.7,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-15-4,706533.9,3972370.2,tract,4071,17,1,15,4,B,U,JCon,LRA 2,M,M,3.5,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-15-5,706534.5,3972366.5,tract,4071,17,1,15,5,B,U,JCon,LRA 2,M,M,3.6,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-15-6,706534.4,3972367.8,tract,4071,17,1,15,6,B,U,JCon,LRA 2,Tn,M,2.6,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-15-7,706533.1,3972370.4,tract,4071,17,1,15,7,B,U,JCon,LRA 2,M,M,4.3,Y,LRA 2; fine ridging on exterior/reduced,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-25-1,706533.1,3972377.8,tract,4071,17,1,25,1,B,U,JCon,LRA 2,M,M,3.6,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-25-2,706534.4,3972374.2,tract,4071,17,1,25,2,B,U,JCon,Quercia RS,Tn,M,3.2,Y,"Bowl, rim. RS ware not identified. This type is similar to the previous one but the rim is more projecting outside and rounded on its internal face. D. 32 cm, H. 1 cm. Very fine and hard fabric (7.5YR 7/4). Brownish slip.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-25-3,706533,3972376.9,tract,4071,17,1,25,3,B,U,JCon,LRA 2,Tn,M,5.1,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-25-4,706533.9,3972379.2,tract,4071,17,1,25,4,Ba,BF,U,U,M,F,4.2,Y,Incised line above base on exterior,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4071-17-1-25-5,706534,3972377.6,tract,4071,17,1,25,5,R,RR,JCon?,LRA 2,M,M,4.5,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-25-6,706533.4,3972377.2,tract,4071,17,1,25,6,R,RR,JCon?,LRA 2,M,F,5.6,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-25-7,706533.5,3972375.8,tract,4071,17,1,25,7,R,RE?,U,U,Tn,F,6,Y,Ledged rim,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4071-17-1-5-1,706533.1,3972361,tract,4071,17,1,5,1,R,RR,JCon,LRA 2,M,M,6.7,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-5-2,706532.9,3972360.4,tract,4071,17,1,5,2,R,RR,JCon,LRA 2,M,M,7.4,Y,LRA 2,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-5-3,706534.5,3972359.2,tract,4071,17,1,5,3,R,RE?,LOpe,Basin,M,F,9.5,Y,"Coarseware, type 'everted rim'; doubly everted",,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0
4071-17-1-5-4,706533.6,3972356.9,tract,4071,17,1,5,4,Ba,U,LOpe,PRS,Tn,F,4.6,Y,LRC bowl; plastic rib on shoulder?,PRS fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-17-1-5-5,706533.4,3972356,tract,4071,17,1,5,5,B,U,JCon,LRA 2,M,M,4.7,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-18-1-15-1,706547,3972364.8,tract,4071,18,1,15,1,B,U,JCon,LRA 2,M,M,4.1,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
4071-18-1-15-2,706547.7,3972366.6,tract,4071,18,1,15,2,B,U,JCon,LRA 2,M,M,2.5,Y,LRA 2; fine ridging on exterior,LRA 2 fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
